sales,discount,age,gender,cust_state,tenure,profit,month
4834.79,25,32,W,CE,27,216.74,15
2675.99,0,36,M,CE,18,133.8,16
3309.83,0,38,M,CE,24,165.49,16
2591.66,25,28,nan,SP,23,104.58,12
2666.98,0,27,M,DF,21,133.35,16
2884.56,0,39,M,RS,28,144.23,19
1658.96,0,22,M,SP,26,82.95,4
2455.41,25,26,W,SP,16,97.77,13
2049.43,25,23,W,RJ,21,77.47,11
1255.24,0,27,M,RO,21,62.76,12
855.63,0,28,M,SC,27,42.78,7
1802.53,0,28,M,BA,25,90.13,9
2116.29,0,32,M,RN,23,105.81,11
2142.19,25,29,W,RJ,19,82.11,12
1279.86,0,29,M,RJ,19,63.99,7
1808.01,0,34,M,PR,26,90.4,6
2529.63,25,41,W,MG,17,101.48,5
2300.34,0,33,W,SP,13,115.02,2
1545.12,0,38,W,PR,17,77.26,3
1350.97,0,27,M,PA,27,67.55,15
1938.18,0,31,M,MG,14,96.91,4
2059.79,0,20,O,SP,13,102.99,12
1202.4,25,38,W,AL,20,35.12,7
2199.93,0,25,M,SP,34,110.0,15
2246.86,0,19,M,MG,20,112.34,10
2219.11,0,33,W,SP,17,110.96,4
3096.39,25,26,W,CE,21,129.82,13
2803.4,0,29,nan,AM,26,140.17,19
1923.84,0,26,M,CE,26,96.19,5
2924.01,25,33,W,SP,27,121.2,15
2762.72,25,34,W,SP,20,113.14,12
1520.59,0,38,M,RN,18,76.03,4
2568.23,25,39,W,BA,19,103.41,17
1568.38,0,22,M,MS,23,78.42,16
2245.3,0,32,M,SP,31,112.27,10
1884.99,25,26,W,RO,16,69.25,14
1830.79,0,36,M,PR,13,91.54,6
2191.98,25,28,W,PB,22,84.6,19
1846.98,25,26,W,SC,19,67.35,18
1199.99,25,33,W,PA,16,35.0,10
1750.94,25,24,W,RJ,13,62.55,10
1966.99,0,39,W,MG,18,98.35,4
2580.01,0,29,M,MG,17,129.0,3
2893.98,25,39,W,AM,23,119.7,11
2170.27,0,39,M,MG,16,108.51,7
1981.69,0,33,M,MG,19,99.08,9
2051.08,0,29,M,RJ,23,102.55,1
3054.96,50,28,W,MG,19,102.75,18
2052.12,0,26,nan,SP,20,102.61,2
1921.04,0,33,M,RJ,20,96.05,12
1617.08,0,28,W,RN,19,80.85,4
2468.0,0,32,M,SP,21,123.4,15
2302.62,0,42,M,SP,23,115.13,1
1855.64,0,32,nan,MG,20,92.78,2
2489.66,0,27,M,RS,19,124.48,14
1678.59,0,32,W,MG,27,83.93,3
2685.43,25,30,W,SP,9,109.27,9
2187.84,0,32,M,SP,24,109.39,9
3787.89,50,40,W,MG,19,139.39,14
3014.02,25,34,W,RS,19,125.7,16
2860.19,25,32,O,MG,12,118.01,19
1542.52,0,34,nan,PA,16,77.13,13
1640.96,25,35,W,SC,17,57.05,13
1548.17,0,23,M,DF,24,77.41,9
1859.71,0,27,M,AM,19,92.99,9
1191.21,25,34,W,SC,21,34.56,5
1592.55,25,39,W,PA,29,54.63,11
2226.35,25,34,W,PB,18,86.32,6
2040.7,0,28,W,PE,26,102.04,0
1563.21,25,43,W,SC,14,53.16,6
615.29,0,30,O,RS,18,30.76,1
526.92,0,32,W,MS,24,26.35,1
707.6,0,32,nan,PA,19,35.38,0
2824.95,25,24,W,CE,23,116.25,14
2134.91,0,29,M,MG,19,106.75,8
2217.01,0,35,M,PR,12,110.85,7
638.57,0,30,M,SC,19,31.93,4
1272.86,0,26,M,RR,28,63.64,15
2938.11,25,40,O,MG,15,121.91,16
1557.83,0,29,M,MG,16,77.89,3
2056.0,25,50,nan,SC,19,77.8,16
2235.19,0,31,M,SP,22,111.76,5
2263.04,25,27,W,BA,29,88.15,5
866.09,0,34,nan,DF,14,43.3,3
2937.17,25,45,M,MG,20,121.86,17
1827.16,25,30,W,AP,24,66.36,7
2667.35,0,36,nan,SP,23,133.37,0
2188.92,0,38,M,GO,26,109.45,11
990.19,25,32,W,PA,15,24.51,6
3121.73,25,26,W,SP,15,131.09,14
2482.33,25,29,W,RN,20,99.12,9
1280.09,0,31,nan,AC,20,64.0,5
2101.57,0,26,W,SP,20,105.08,2
2323.6,0,26,M,PE,24,116.18,7
2534.88,25,26,W,SP,19,101.74,10
2560.19,25,27,nan,SP,17,103.01,11
2514.73,25,26,W,SP,12,100.74,14
1869.36,0,27,M,MG,16,93.47,5
2408.26,25,28,W,DF,20,95.41,11
1423.41,0,28,M,RJ,20,71.17,9
2818.51,0,36,M,SP,20,140.93,7
1228.75,0,31,M,SC,19,61.44,11
2582.89,25,23,W,SP,18,104.14,14
1577.73,0,39,M,BA,14,78.89,4
2267.69,25,22,W,PR,23,88.38,9
995.2,0,26,O,BA,17,49.76,0
2009.83,0,27,M,BA,17,100.49,16
2586.52,0,28,M,SP,19,129.33,8
2223.87,25,27,W,CE,22,86.19,6
2241.27,0,27,O,SP,18,112.06,9
3278.33,25,46,W,SP,17,138.92,18
2198.29,0,23,nan,GO,15,109.91,2
392.17,0,28,M,RS,16,19.61,1
1624.88,25,25,W,MA,16,56.24,6
1983.06,0,25,M,SP,19,99.15,5
2361.8,25,23,W,SP,20,93.09,8
1415.76,25,30,nan,PI,16,45.79,12
1957.37,0,35,W,SP,15,97.87,3
2248.71,25,35,W,PB,19,87.44,18
1575.9,0,32,W,MA,24,78.8,0
1115.95,25,28,W,AL,19,30.8,6
1578.03,0,43,nan,MG,11,78.9,3
1058.65,0,27,M,BA,21,52.93,0
973.79,25,26,W,PI,22,23.69,5
2439.89,25,32,W,SP,25,96.99,12
1316.41,0,28,M,BA,16,65.82,3
2363.04,0,30,M,CE,16,118.15,11
2019.78,0,33,M,PR,26,100.99,6
2756.32,25,40,W,SP,19,112.82,6
2228.37,0,43,nan,PE,20,111.42,1
2676.59,25,33,W,MG,26,108.83,8
837.46,0,30,M,SC,18,41.87,3
1859.18,0,28,W,SP,20,92.96,2
1429.47,0,36,M,MT,20,71.47,0
2207.67,0,35,M,SP,20,110.38,2
2787.55,25,33,W,DF,21,114.38,15
2063.32,0,25,M,RJ,14,103.17,18
1978.13,25,33,W,BA,16,73.91,5
2725.36,0,36,M,SP,21,136.27,17
2937.99,25,25,W,PR,23,121.9,17
2882.14,25,36,nan,RJ,18,119.11,17
3007.66,0,32,O,RS,17,150.38,19
1588.31,0,22,W,MG,23,79.42,4
2523.46,25,28,W,BA,15,101.17,12
1594.91,0,28,M,MA,19,79.75,8
2267.35,0,27,O,GO,21,113.37,17
1953.72,25,36,W,RS,18,72.69,7
2278.03,25,46,W,MT,19,88.9,13
1925.7,0,24,M,SP,14,96.29,2
1778.58,0,23,M,PI,23,88.93,18
2703.29,25,30,W,SP,18,110.16,13
687.1,0,27,O,PA,19,34.36,0
1973.84,0,28,M,BA,23,98.69,18
1760.87,0,42,M,MG,23,88.04,1
1365.94,0,22,M,RJ,21,68.3,7
1746.89,25,27,W,MT,20,62.34,19
1736.78,0,31,M,RJ,23,86.84,11
2820.28,25,25,W,RJ,14,116.01,19
1924.22,0,27,M,MG,20,96.21,8
1570.17,0,23,M,BA,24,78.51,12
2202.55,0,31,M,PB,14,110.13,12
2171.6,0,29,nan,PR,22,108.58,11
1836.78,0,29,M,SP,20,91.84,0
2616.56,25,37,W,GO,21,105.83,14
2169.35,0,24,M,GO,14,108.47,1
2269.07,0,22,M,PR,21,113.45,14
2441.72,25,31,W,BA,11,97.09,15
1241.63,0,29,W,RJ,26,62.08,4
2029.27,0,27,W,MG,21,101.46,3
1748.28,0,28,M,PE,33,87.41,1
3186.19,0,39,M,SP,13,159.31,16
1546.86,0,26,nan,MS,17,77.34,17
2663.9,0,30,M,SP,20,133.2,15
2319.12,0,28,nan,SP,15,115.96,10
2597.82,0,27,M,SP,24,129.89,18
2578.96,25,36,nan,PE,12,103.95,9
2694.67,25,27,W,PR,22,109.73,15
2455.09,0,21,M,RJ,21,122.75,19
2703.75,25,31,W,PE,15,110.19,17
1715.92,0,21,M,PR,17,85.8,5
2162.18,25,34,W,AM,19,83.11,6
2305.33,0,34,M,RJ,20,115.27,16
1995.41,0,34,M,PR,21,99.77,9
6575.95,0,38,M,BA,20,328.8,4
2352.12,25,29,W,SP,14,92.61,9
2567.18,25,28,W,RJ,23,103.36,15
2217.77,0,42,W,SP,23,110.89,3
1643.07,0,36,M,AM,22,82.15,7
1912.73,25,30,W,RR,22,70.64,18
1548.64,0,23,M,ES,25,77.43,0
793.26,0,38,M,PA,24,39.66,1
1730.51,0,35,M,RR,19,86.53,17
2527.07,0,41,W,PI,18,126.35,2
1952.54,0,30,M,SP,25,97.63,2
3414.55,25,37,W,BA,20,145.73,8
1480.98,0,41,W,RJ,26,74.05,2
944.63,25,25,nan,SE,16,22.23,8
1803.95,0,26,W,PE,23,90.2,0
2254.24,0,34,M,SP,13,112.71,10
1490.54,0,31,W,PR,28,74.53,1
2949.09,25,26,W,SP,15,122.45,17
2191.54,0,34,nan,SP,23,109.58,4
2071.04,0,28,M,BA,14,103.55,17
2046.42,0,28,nan,BA,14,102.32,4
2639.1,25,36,W,PE,20,106.96,14
2247.7,0,30,M,RJ,14,112.38,16
2541.24,25,38,W,RJ,17,102.06,13
2410.23,0,42,M,MA,18,120.51,15
525.26,0,23,O,RS,19,26.26,0
1198.43,0,31,O,PA,16,59.92,1
1917.55,0,28,M,MG,21,95.88,5
2155.1,25,23,W,BA,31,82.76,16
758.91,0,24,M,MT,20,37.95,12
1292.37,0,29,W,BA,22,64.62,2
1978.47,0,32,M,RJ,23,98.92,13
2736.54,25,31,M,MG,27,111.83,12
2739.91,0,24,M,SP,25,137.0,16
837.33,0,30,M,RS,17,41.87,4
1460.0,0,26,M,BA,21,73.0,6
1966.73,0,27,M,PR,24,98.34,9
2982.03,25,29,W,PR,20,124.1,15
2524.15,0,41,O,SP,21,126.21,9
2367.56,0,24,M,PE,28,118.38,19
3032.04,0,30,M,CE,15,151.6,15
1246.92,0,34,M,MT,14,62.35,15
3065.04,25,25,W,PR,18,128.25,15
3869.68,25,40,nan,MG,20,168.48,11
1717.07,0,27,M,MG,31,85.85,5
2234.26,0,30,M,PE,18,111.71,10
1288.53,0,38,M,MT,19,64.43,2
1471.57,0,23,M,RS,26,73.58,6
5698.13,50,29,nan,MG,18,234.91,14
2119.67,0,34,M,SP,20,105.98,5
2237.28,0,31,M,PE,28,111.86,11
1607.3,0,43,W,PB,18,80.37,3
1484.05,0,28,W,ES,18,74.2,1
2501.16,0,29,W,SP,20,125.06,2
1771.45,0,29,W,ES,33,88.57,1
2313.96,0,25,nan,SP,19,115.7,10
1669.68,0,19,nan,ES,15,83.48,16
1982.73,0,33,M,MG,11,99.14,7
2193.88,25,27,W,BA,18,84.69,9
3219.38,50,34,W,MG,18,110.97,17
2251.48,0,38,O,SP,28,112.57,13
3225.62,0,46,M,SP,23,161.28,18
3115.3,25,51,nan,MG,19,130.77,12
2440.66,25,23,W,RS,15,97.03,16
1495.98,0,30,M,AM,25,74.8,6
2791.87,0,42,M,CE,11,139.59,13
2251.22,0,33,M,PB,16,112.56,19
1733.47,0,26,O,SC,16,86.67,16
1094.92,25,44,W,PA,26,29.75,9
2441.41,25,30,M,MG,24,97.07,12
1861.86,0,32,M,CE,18,93.09,3
2498.17,25,27,W,PE,23,99.91,6
2265.95,0,32,M,GO,17,113.3,1
2672.09,0,25,M,SP,22,133.6,18
1869.77,0,27,M,PR,26,93.49,9
2756.71,25,28,W,MG,23,112.84,5
2372.07,25,20,M,MG,19,93.6,11
1165.57,0,37,M,SC,28,58.28,8
2604.61,25,24,W,RS,15,105.23,17
1423.92,0,33,M,RJ,22,71.2,2
2571.08,25,32,W,SP,24,103.55,8
2236.65,0,28,W,SP,16,111.83,1
1358.26,0,26,nan,AP,21,67.91,11
2991.75,0,44,M,SP,22,149.59,18
1835.09,0,39,nan,BA,24,91.75,11
3424.29,25,31,W,SP,18,146.21,19
3067.25,25,38,M,MG,13,128.36,18
2428.58,25,37,W,BA,19,96.43,11
967.98,0,26,nan,MS,22,48.4,9
1034.56,0,34,M,AL,15,51.73,2
2326.18,0,31,O,SP,19,116.31,10
2289.48,25,28,W,BA,24,89.47,16
2619.26,0,34,M,SP,28,130.96,15
548.12,0,25,M,MS,15,27.41,2
2183.79,0,37,M,RJ,12,109.19,11
1909.45,0,32,O,RS,19,95.47,8
2761.67,0,36,M,SP,21,138.08,16
751.47,0,27,M,MS,20,37.57,10
2491.2,25,33,W,RS,19,99.56,13
752.61,25,22,W,AL,22,12.63,5
2583.22,0,27,M,SP,18,129.16,5
1335.63,0,32,nan,AL,16,66.78,0
2121.49,0,33,M,SP,21,106.07,8
2284.22,0,35,M,CE,24,114.21,9
2575.94,0,30,M,PR,15,128.8,14
3530.2,25,44,nan,SP,21,151.51,18
1811.85,0,36,M,MG,19,90.59,5
2054.45,0,34,M,CE,19,102.72,7
1789.34,25,35,W,MT,20,64.47,5
2603.74,25,33,nan,RJ,26,105.19,16
1492.99,0,21,M,BA,31,74.65,8
2574.17,0,34,M,MG,11,128.71,8
2275.38,25,25,W,MA,18,88.77,15
1368.0,0,28,M,SC,19,68.4,17
2662.68,25,28,W,MG,18,108.13,10
2284.7,0,33,M,PE,14,114.24,12
2597.06,25,39,W,SP,21,104.85,9
2030.83,0,36,M,GO,21,101.54,18
840.2,0,30,M,SC,22,42.01,5
1714.67,0,30,nan,PR,24,85.73,3
1686.11,25,34,W,PA,31,59.31,16
1401.79,0,29,M,RJ,22,70.09,4
1311.84,0,34,W,AM,22,65.59,0
839.25,0,42,M,RS,21,41.96,1
1121.4,0,39,M,RS,20,56.07,4
2371.2,0,32,M,SP,15,118.56,14
2489.49,0,42,M,SP,21,124.47,4
2096.45,0,29,M,SP,11,104.82,6
1233.17,0,29,M,MT,14,61.66,5
379.88,0,27,M,SE,18,18.99,1
1860.15,0,29,M,PB,16,93.01,16
4009.11,25,48,W,RS,11,175.46,9
2654.5,50,20,W,MG,15,82.72,11
2015.28,0,35,O,ES,26,100.76,8
1739.98,0,25,M,RS,21,87.0,9
2253.58,0,30,M,SP,24,112.68,13
1381.13,0,23,M,BA,21,69.06,6
1161.43,0,28,W,BA,28,58.07,2
495.51,0,25,nan,RS,33,24.78,1
1680.81,25,30,W,PA,19,59.04,16
1398.19,0,33,O,AM,19,69.91,4
1256.56,0,27,M,BA,22,62.83,1
2259.9,25,34,W,RJ,20,88.0,14
1424.44,0,20,W,PR,18,71.22,4
2614.92,0,30,M,RJ,14,130.75,16
2308.29,0,29,M,SP,28,115.41,14
1943.86,0,22,W,PE,14,97.19,3
1314.36,0,36,nan,RJ,15,65.72,3
2696.83,25,29,W,RJ,17,109.84,8
3546.94,25,28,W,DF,20,152.35,18
2734.31,50,32,W,MG,27,86.72,11
2815.61,25,28,O,MG,22,115.78,19
1776.27,0,21,W,SP,21,88.81,1
2189.87,0,24,O,PE,23,109.49,11
2212.05,25,28,W,RJ,20,85.6,14
2854.53,25,40,W,GO,17,117.73,5
973.85,0,36,nan,AL,19,48.69,1
2211.48,0,26,M,PE,19,110.57,3
2029.19,0,23,M,AM,22,101.46,9
2228.78,25,22,W,MG,22,86.44,5
3381.46,25,43,W,SP,20,144.07,14
1024.27,0,27,M,RJ,15,51.21,3
3225.21,25,37,W,PB,17,136.26,12
2077.51,0,31,M,MG,22,103.88,8
2630.32,25,29,W,SP,20,106.52,5
1619.48,0,28,W,MG,19,80.97,1
1161.02,0,34,M,SC,24,58.05,17
2369.39,25,32,W,PI,19,93.47,19
1361.14,0,36,M,RS,20,68.06,6
2287.35,25,33,W,RS,17,89.37,11
2272.87,0,30,O,MA,28,113.64,16
927.14,0,51,W,PA,16,46.36,1
1395.17,0,30,O,RS,20,69.76,8
2569.48,25,36,W,SP,23,103.47,7
2706.36,25,29,W,SP,22,110.32,10
3095.76,50,39,W,MG,25,104.79,11
2802.19,0,30,M,SP,15,140.11,11
1521.9,0,21,M,MA,12,76.1,11
951.66,0,28,M,PI,23,47.58,10
1145.8,0,35,nan,RJ,21,57.29,6
1577.01,0,24,W,MG,17,78.85,2
2137.94,0,35,M,SP,30,106.9,0
1948.22,0,30,W,SP,23,97.41,2
1440.2,0,30,M,MG,22,72.01,3
1487.33,25,38,W,SC,14,49.37,5
1996.1,25,38,W,BA,22,74.81,5
3252.77,25,27,M,MG,22,137.64,11
375.89,0,21,W,PI,24,18.79,1
838.65,0,22,nan,RS,18,41.93,4
2403.47,25,32,W,MG,22,95.17,7
1519.24,0,22,M,AM,20,75.96,3
2170.38,0,40,nan,CE,9,108.52,0
2293.62,25,31,W,ES,18,89.68,19
2046.81,0,33,M,BA,18,102.34,15
2411.99,0,35,M,SP,26,120.6,11
2082.32,0,43,W,ES,26,104.12,2
2760.82,25,40,W,SP,10,113.04,12
2049.4,0,30,O,SP,24,102.47,2
2922.58,25,29,W,SP,24,121.13,11
668.15,0,30,W,PA,16,33.41,0
2660.69,25,40,W,SP,25,108.03,7
1797.65,25,25,W,PI,20,64.88,11
2196.33,0,27,M,GO,19,109.82,17
6025.2,0,27,M,MG,18,301.26,6
3250.02,25,27,W,RS,20,137.5,18
1483.61,0,37,M,PA,23,74.18,16
1292.36,0,24,M,SC,19,64.62,12
1890.64,25,37,W,DF,13,69.53,8
2750.86,25,38,W,RS,16,112.54,6
1467.54,0,24,M,MG,16,73.38,0
2697.58,0,36,M,SP,25,134.88,15
1352.64,0,23,O,RO,19,67.63,8
1495.16,0,34,W,MG,16,74.76,1
2067.46,0,36,W,SP,13,103.37,0
3166.51,25,34,W,SP,14,133.33,18
2395.13,0,22,M,RJ,14,119.76,19
2515.76,0,38,M,RS,24,125.79,16
1140.84,25,31,W,PA,14,32.04,11
2226.09,0,45,M,RJ,19,111.3,14
2228.08,0,34,M,SP,22,111.4,7
1918.15,0,29,O,BA,12,95.91,15
1642.61,0,30,M,PA,14,82.13,18
1517.44,0,29,nan,RJ,19,75.87,10
2596.27,25,32,W,SP,18,104.81,8
2399.71,0,25,M,PR,18,119.99,15
1395.32,25,28,W,MT,20,44.77,6
1618.67,0,22,M,MA,21,80.93,2
1658.78,0,36,M,RJ,15,82.94,0
1817.2,0,29,nan,PR,18,90.86,1
2406.09,0,33,M,RS,19,120.3,18
1781.59,0,25,W,SP,15,89.08,2
1319.43,0,26,M,AM,21,65.97,1
2806.08,25,34,O,MG,36,115.3,16
2099.79,25,33,W,PI,14,79.99,15
1802.33,0,32,M,AM,26,90.12,4
906.01,0,32,W,PI,18,45.3,1
2974.57,25,21,W,PR,21,123.73,17
1675.37,0,30,M,BA,15,83.77,9
2698.35,25,42,W,PR,21,109.92,10
3315.33,25,26,W,RS,21,140.77,14
2513.47,0,26,M,SP,32,125.67,15
2632.49,0,35,O,GO,15,131.62,5
2008.38,0,37,nan,RJ,14,100.42,15
2265.06,25,31,W,BA,21,88.25,16
2708.51,25,22,W,RJ,19,110.43,16
2031.0,0,23,M,SP,16,101.55,14
2361.54,0,46,M,SP,22,118.08,13
2650.49,25,25,O,MG,24,107.52,19
2560.96,25,38,W,CE,19,103.05,9
784.92,0,43,M,SC,20,39.25,0
1460.67,0,31,O,RJ,19,73.03,4
1856.3,25,42,W,RO,23,67.82,8
2119.12,25,23,W,RS,18,80.96,12
1876.28,0,36,O,CE,26,93.81,2
1331.01,25,17,W,AC,20,41.55,14
2874.45,0,35,M,CE,14,143.72,11
2464.02,25,29,W,PB,25,98.2,19
2154.06,0,38,M,SP,28,107.7,9
1442.18,0,32,W,PR,17,72.11,4
2967.67,25,31,W,SP,21,123.38,8
1069.27,25,36,W,PI,19,28.46,7
2893.79,25,27,W,SP,21,119.69,9
2107.59,0,31,W,SP,23,105.38,1
2236.72,25,23,W,BA,20,86.84,11
1901.36,0,27,M,MS,25,95.07,18
2071.4,0,43,M,ES,23,103.57,7
1731.91,0,29,W,MG,21,86.6,2
2735.19,25,31,W,SP,16,111.76,8
1418.29,0,26,O,AM,16,70.91,1
2016.38,25,37,W,RJ,24,75.82,11
1744.48,0,24,M,PB,25,87.22,12
2653.4,0,29,M,CE,18,132.67,10
380.59,0,36,W,DF,14,19.03,1
1322.51,0,25,W,AM,26,66.13,3
1599.79,0,29,W,PR,22,79.99,3
2893.45,25,43,W,BA,16,119.67,11
2238.11,25,29,nan,ES,14,86.91,16
2196.19,0,42,nan,SP,14,109.81,6
2879.93,25,33,W,SP,16,119.0,14
1243.25,0,36,M,RS,11,62.16,6
1500.29,0,48,M,RJ,20,75.01,1
1645.68,0,39,M,BA,24,82.28,12
2643.94,25,43,W,PR,16,107.2,10
2524.26,25,31,nan,SP,22,101.21,13
2647.72,25,32,nan,PE,30,107.39,9
2661.8,0,48,M,RJ,18,133.09,19
1190.98,0,32,M,SC,18,59.55,13
2275.75,25,27,W,MG,24,88.79,9
1946.88,25,38,W,RJ,15,72.34,10
1772.65,0,33,M,BA,16,88.63,8
1967.64,0,37,M,CE,18,98.38,7
1345.08,0,48,M,PA,12,67.25,11
1337.51,0,21,W,MA,20,66.88,0
2163.07,0,31,nan,SP,30,108.15,4
1615.08,0,27,W,MG,15,80.75,4
3164.96,25,34,M,MG,19,133.25,11
1429.45,0,19,O,RJ,22,71.47,3
830.21,0,30,M,SC,25,41.51,4
1745.29,0,31,W,PR,21,87.26,3
2542.93,0,35,M,PE,19,127.15,19
2139.42,25,23,W,PI,23,81.97,17
2184.06,0,43,W,SP,17,109.2,3
1537.24,0,26,M,RJ,17,76.86,9
2636.8,25,33,W,SP,28,106.84,12
2542.16,25,42,M,MG,14,102.11,13
2413.23,25,47,W,RS,20,95.66,10
1982.66,0,37,O,MG,20,99.13,9
1235.35,0,27,O,SC,16,61.77,11
844.93,0,24,M,PA,15,42.25,8
2166.21,0,38,M,PE,20,108.31,0
3086.11,0,30,nan,SP,20,154.31,18
2039.12,0,25,M,SP,20,101.96,13
909.64,25,23,W,AC,13,20.48,11
1401.27,25,26,W,SC,15,45.06,13
2816.32,0,48,M,PR,24,140.82,18
1636.53,0,27,M,PR,23,81.83,4
1770.95,0,35,M,CE,23,88.55,2
1723.8,0,27,W,MG,25,86.19,3
891.86,0,33,W,SC,23,44.59,1
1989.44,0,28,M,SP,17,99.47,5
1264.77,0,41,M,MS,20,63.24,0
2790.06,25,26,W,CE,20,114.5,16
2142.51,0,38,M,SP,22,107.13,7
2571.25,0,44,O,PE,22,128.56,14
2428.09,25,21,W,SP,13,96.4,5
655.04,0,33,nan,RS,20,32.75,1
2476.51,0,34,nan,SP,14,123.83,12
2615.75,25,30,nan,GO,26,105.79,13
1932.13,0,31,O,BA,16,96.61,14
2204.29,25,26,W,PB,19,85.21,11
2635.68,0,26,nan,SP,15,131.78,19
1730.16,0,25,nan,PE,22,86.51,2
1797.73,0,27,M,MG,22,89.89,5
2169.72,0,44,M,SP,22,108.49,2
2059.55,25,27,W,BA,30,77.98,13
825.68,0,35,W,RS,23,41.28,0
1419.26,0,29,M,MA,24,70.96,8
2291.38,25,27,W,AM,20,89.57,19
1671.69,0,20,M,RN,22,83.58,6
746.4,0,28,M,PA,23,37.32,1
2152.4,0,41,O,SP,15,107.62,4
1078.21,25,26,W,TO,19,28.91,16
2427.73,25,29,W,PR,25,96.39,13
2609.0,0,39,M,CE,20,130.45,13
2960.89,25,39,W,RS,22,123.04,17
1503.16,0,28,nan,DF,25,75.16,6
1580.85,0,32,M,SC,28,79.04,19
1942.59,0,36,W,PE,19,97.13,0
2322.21,25,38,W,BA,16,91.11,7
1709.29,0,34,nan,BA,17,85.46,4
2825.63,50,21,W,MG,23,91.28,14
2057.95,0,32,M,MG,23,102.9,4
2487.4,25,24,M,MG,24,99.37,13
1256.99,25,31,W,SC,26,37.85,8
2439.7,0,36,nan,RS,16,121.98,14
2114.67,25,25,W,PB,31,80.73,16
3008.83,25,37,W,CE,25,125.44,8
2042.63,25,35,W,RJ,25,77.13,8
3059.65,25,29,W,PE,23,127.98,9
2134.96,0,28,M,SP,21,106.75,10
1596.22,0,32,O,PR,22,79.81,0
2009.01,0,35,M,SP,21,100.45,5
2124.64,0,36,nan,PI,19,106.23,18
1408.54,25,30,W,AL,29,45.43,18
2437.54,25,27,W,GO,12,96.88,17
1589.36,0,26,M,RJ,31,79.47,10
2313.64,0,36,M,CE,15,115.68,5
894.12,0,29,M,PB,20,44.71,0
2054.83,0,32,O,GO,17,102.74,16
3315.62,25,35,W,CE,17,140.78,16
3746.84,25,34,W,SP,17,162.34,19
3189.44,25,47,W,GO,25,134.47,7
1285.21,0,34,W,BA,16,64.26,0
1859.21,0,24,M,SP,20,92.96,2
885.38,0,35,W,RO,22,44.27,3
2600.28,25,29,W,PR,23,105.01,7
2126.07,0,37,O,SP,16,106.3,5
1665.13,0,35,M,PR,15,83.26,3
1653.82,0,41,M,RJ,20,82.69,9
2712.32,0,35,M,CE,20,135.62,10
1234.69,0,32,nan,PA,23,61.73,15
2074.89,0,27,O,MT,22,103.74,0
2406.86,25,32,W,PB,21,95.34,19
904.72,0,21,M,RJ,17,45.24,1
2905.95,25,46,W,SP,25,120.3,13
876.58,0,39,M,RS,18,43.83,2
890.84,0,27,nan,SC,13,44.54,9
858.45,0,37,M,TO,25,42.92,2
3462.45,25,44,W,SP,17,148.12,19
2790.41,50,30,W,MG,23,89.52,14
1613.81,25,28,W,SC,20,55.69,11
2789.22,25,28,W,CE,11,114.46,14
2055.03,25,25,W,MS,26,77.75,17
3333.56,0,37,M,SP,15,166.68,18
2339.68,25,29,W,SP,27,91.98,6
1329.65,0,37,M,MT,21,66.48,13
3105.68,25,33,W,GO,18,130.28,7
2663.63,25,28,O,MG,21,108.18,16
1907.12,0,30,M,PE,18,95.36,5
2051.72,0,32,W,SP,26,102.59,3
2598.55,0,36,nan,PI,20,129.93,18
2132.74,0,38,W,SP,24,106.64,3
1523.91,0,25,nan,MG,20,76.2,3
3003.35,0,34,M,SP,24,150.17,16
1017.08,25,30,W,SE,19,25.85,10
1124.8,0,35,M,MT,22,56.24,9
1088.9,0,32,nan,PA,27,54.45,4
2298.91,25,32,W,MA,21,89.95,13
1416.05,0,30,W,BA,25,70.8,0
2265.39,0,34,nan,BA,21,113.27,7
1458.47,0,32,M,BA,26,72.92,3
2229.6,0,28,M,SP,17,111.48,15
2158.19,0,36,W,SP,24,107.91,3
2101.74,0,25,O,SP,28,105.09,9
3089.59,25,51,W,RJ,18,129.48,18
2203.39,0,23,O,SP,23,110.17,0
1025.43,0,37,M,TO,18,51.27,19
2508.67,25,24,W,SP,24,100.43,11
1747.71,0,29,M,PR,16,87.39,5
887.49,0,30,M,PA,21,44.37,8
1630.3,0,31,W,PR,18,81.52,3
2574.05,25,36,W,PR,22,103.7,8
4387.11,25,47,W,SP,22,194.36,10
2293.5,0,31,M,GO,26,114.68,11
2072.21,25,39,W,BA,17,78.61,9
1582.1,0,30,M,RN,20,79.1,6
2734.64,25,36,W,SP,18,111.73,10
1007.38,0,45,M,MS,16,50.37,6
3429.57,0,30,M,AM,20,171.48,10
1773.35,0,28,M,CE,25,88.67,6
568.01,0,26,M,AL,25,28.4,8
3471.89,0,43,M,DF,20,173.59,19
1019.85,0,34,M,SE,23,50.99,12
2076.01,25,30,W,MG,22,78.8,5
1856.95,0,32,M,SP,15,92.85,4
3445.27,25,44,W,SP,17,147.26,15
2005.5,0,34,M,SP,21,100.28,0
1651.66,0,19,M,PB,23,82.58,15
2016.37,25,31,nan,BA,15,75.82,11
223.2,0,25,W,SE,26,11.16,0
2539.64,0,40,M,PR,24,126.98,17
2447.65,0,26,M,SP,16,122.38,2
1154.53,0,25,M,RJ,21,57.73,5
2108.9,0,30,W,SP,21,105.44,4
666.22,0,43,W,SC,23,33.31,2
2215.7,0,32,M,MA,21,110.78,17
697.51,0,26,M,TO,18,34.88,7
1653.28,0,26,nan,BA,18,82.66,8
2430.56,0,27,M,DF,25,121.53,15
